Incident.year,Latitude,Longitude,Victim.injury,Species.clean,Activity.clean,State,Location,Provoked.unprovoked,Decade
2015,-32.06666667,152.5333333,injured,White Shark,Surfing/Boarding,NSW,black head beach,unprovoked,2010
2015,-17.21666667,146.0833333,injured,Unknown,Snorkelling,QLD,"russell island, frankland islands, gbr",unprovoked,2010
2015,-34.88003124,118.404958,injured,White Shark,Spearfishing,WA,"cheynes beach, albany, wa",provoked,2010
2015,-32.6,115.6166667,injured,Grey Nurse,Surfing/Boarding,WA,"pyramids beach, mandurah",unprovoked,2010
2015,-28.86666667,153.5833333,injured,Bull Shark,Surfing/Boarding,NSW,"ballina, north wall",unprovoked,2010
2016,-26.8,153.1333333,injured,Wobbegong,Surfing/Boarding,QLD,caloundra,provoked,2010
2016,-23.43333333,151.9,injured,Blacktip Reef,Swimming,QLD,heron island,unprovoked,2010
2016,-23.15,150.9,injured,Tiger Shark,Spearfishing,QLD,"miall island, yeppoon",provoked,2010
2016,-34.0,151.65,uninjured,White Shark,Surfing/Boarding,NSW,hams beach (part of caves beach),unprovoked,2010
2016,-23.56666667,151.3166667,injured,Wobbegong,Spearfishing,NSW,barrenjoey,provoked,2010
2016,-40.91666667,144.6166667,uninjured,White Shark,Surfing/Boarding,TAS,"nettley bay, marrawah",unprovoked,2010
2016,-31.18333333,152.9666667,uninjured,White Shark,Surfing/Boarding,NSW,cresent head,unprovoked,2010
2016,-37.03333333,139.7333333,injured,Bronze Whaler,Fishing,SA,wrights bay beach,provoked,2010
2016,-34.03333333,151.15,uninjured,White Shark,Surfing/Boarding,NSW,"cronulla beach, sydney",unprovoked,2010
2016,-34.65,150.85,injured,White Shark,Surfing/Boarding,NSW,"bombo beach, kiama",unprovoked,2010
2016,-28.63333333,153.6,injured,Wobbegong,Swimming,NSW,"main beach, byron bay",provoked,2010
2016,-32.58333333,115.6333333,fatal,White Shark,Surfing/Boarding,WA,"gearies beach, mandurah",unprovoked,2010
2016,-28.25276667,153.5921833,uninjured,Bronze Whaler,Spearfishing,NSW,kingscliff ,provoked,2010
2016,-31.66666667,115.6666667,fatal,White Shark,Diving,WA,"one mile reef, mindarie",unprovoked,2010
2016,-23.02411667,113.1294,injured,Grey Reef,Spearfishing,WA,coral bay coast,provoked,2010
2016,-34.6215,150.8568,uninjured,Unknown,Surfing/Boarding,NSW,minnamurra,unprovoked,2010
2016,-28.2646,153.5777,uninjured,Bronze Whaler,Spearfishing,NSW,kingscliff,provoked,2010
2016,-32.717,152.1049,uninjured,Unknown,Spearfishing,NSW,"big rocky, port stephens",provoked,2010
2016,-28.8377,153.6044,uninjured,White Shark,Surfing/Boarding,NSW,"sharpes beach, ballina",unprovoked,2010
2016,-28.3037,153.5742,uninjured,White Shark,Surfing/Boarding,NSW,cauarina beach,unprovoked,2010
2016,-38.06115,144.04745,uninjured,White Shark,Surfing/Boarding,VIC,"bells beach, winkipop reef",unprovoked,2010
2016,-28.86666667,153.5833333,injured,White Shark,Surfing/Boarding,NSW,"lighthouse beach, ballina",unprovoked,2010
2016,-33.11656667,114.1649,uninjured,White Shark,Surfing/Boarding,WA,"injidup beach, yallingup",unprovoked,2010
2016,-27.335,153.235,injured,White Shark,Surfing/Boarding,QLD,"kings beach, sunshine coast",unprovoked,2010
2016,-28.83333333,153.6,injured,White Shark,Surfing/Boarding,NSW,"sharpes beach, ballina",unprovoked,2010
2016,-33.08945,151.0587667,injured,White Shark,Surfing/Boarding,NSW,"tallows beach, byron bay",unprovoked,2010
2016,-20.23333333,148.95,injured,Lemon Shark,Swimming,QLD,"whitehaven beach, whitsunday island",provoked,2010
2016,-32.30595,152.52275,injured,White Shark,Surfing/Boarding,NSW,"the ruin, booti booti national park",unprovoked,2010
2016,-12.45183333,143.3444167,uninjured,Bull Shark,Spearfishing,QLD,lockhart river,provoked,2010
2016,-21.15741667,114.0218833,injured,Whaler Shark,Snorkelling,WA,"bundegi sanctuary zone, exmouth",unprovoked,2010
2016,-31.14531667,115.1265,injured,Unknown,Snorkelling,WA,trigg beach,unprovoked,2010
2017,-9.863916667,144.7908167,injured,Whaler Shark,Snorkelling,QLD,"murry island, torres strait, (80km east)",unprovoked,2010
2017,-36.88666667,149.9131833,injured,Wobbegong,Swimming,NSW,merrimbula main beach,provoked,2010
2017,-21.96676667,149.4843833,injured,Unknown,Swimming,QLD,flaggy rock,unprovoked,2010
2017,-10.65406667,142.5072333,uninjured,Whaler Shark,Spearfishing,QLD,northern tip of cape york (unknown location),provoked,2010
2017,-32.567,115.65,uninjured,Unknown,Surfing/Boarding,WA,"falcon bay, mandurah",unprovoked,2010
2017,-18.24948333,146.1839333,injured,Tiger Shark,Snorkelling,QLD,hinchinbrook island,unprovoked,2010
2017,-23.2411667,113.1294,injured,Bull Shark,Snorkelling,WA,mauds point coral bay,unprovoked,2010
2017,-34.60465,150.8677833,injured,Unknown,Surfing/Boarding,NSW,"the farm, killalea state park",unprovoked,2010
2017,-27.05206667,153.05745,uninjured,Unknown,Boating,QLD,moreton bay off redcliff,unprovoked,2010
2017,-32.7667,152.1127,injured,Grey Nurse,Surfing/Boarding,NSW,"one mile beach, port stephens",provoked,2010
2017,-33.83250092,121.9968696,fatal,White Shark,Surfing/Boarding,WA,"the kelp beds, wylie bay, esperance",unprovoked,2010
2017,-33.0775,151.0725,uninjured,White Shark,Surfing/Boarding,NSW,avoca beach,unprovoked,2010
2017,-33.3146,115.635,uninjured,White Shark,Surfing/Boarding,WA,"casuarina point, bunbury",unprovoked,2010
2017,-38.5367,143.9715,injured,White Shark,Surfing/Boarding,VIC,"cathedral point, lorne",unprovoked,2010
2017,-29.59387,153.3322,injured,White Shark,Surfing/Boarding,NSW,main beach illuka,unprovoked,2010
2017,-33.8585,114.9843,uninjured,White Shark,Surfing/Boarding,WA,"north point beach, gracetown",unprovoked,2010
2017,-20.61367,117.1863,injured,Whaler Shark,Swimming,WA,"sams creek, karratha",unprovoked,2010
2017,-35.448,138.318,uninjured,White Shark,Boating,SA,"lady bay, normanville, adelaide",unprovoked,2010
2017,-32.798333,152.079167,injured,Wobbegong,Surfing/Boarding,NSW,"birubi beach, port stephens",provoked,2010
2017,-33.465,151.435,injured,White Shark,Surfing/Boarding,NSW,avoca beach,unprovoked,2010
2017,-32.7876,152.08002,uninjured,Grey Nurse,Surfing/Boarding,NSW,"birubi, port stephens",unprovoked,2010
2018,-16.4683,123.5353,injured,Bull Shark,Swimming,WA,"cone bay, kimberley",provoked,2010
2018,-34.425072,150.893143,injured,White Shark,Snorkelling,NSW,"five islands, wollongong",unprovoked,2010
2018,-33.8416,115.0221,injured,Wobbegong,Surfing/Boarding,WA,gracetown,unprovoked,2010
2018,-14.668,145.4638,injured,Grey Reef,Snorkelling,QLD,lizard island,provoked,2010
2018,-32.5361,115.7424,uninjured,Whaler Shark,Spearfishing,WA,"avalon point, mandurah",provoked,2010
2018,-34.67,150.84,injured,Whaler Shark,Standing in Water,NSW,"kiama surf beach, kiama",unprovoked,2010
2018,-31.7789,115.7326,injured,Wobbegong,Swimming,WA,"mullaoo beach, joondalup",unprovoked,2010
2018,-33.5638,115.0629,injured,Wobbegong,Snorkelling,WA,"rocky point, eagle bay",provoked,2010
2018,-33.993,151.1753,injured,White Shark,Swimming,NSW,"congwong beach, botany bay",unprovoked,2010
2018,-34.2256,115.0609,uninjured,Tiger Shark,Snorkelling,WA,hamelin bay,provoked,2010
2018,-38.37,144.28,injured,Bronze Whaler,Surfing/Boarding,VIC,"winkipop, bell's beach",unprovoked,2010
2018,-33.8416,115.0221,injured,White Shark,Surfing/Boarding,WA,"lefthanders, gracetown",unprovoked,2010
2018,-33.8416,115.0221,injured,White Shark,Surfing/Boarding,WA,"cobblestones beach, gracetown",unprovoked,2010
2018,-33.9825,114.9922,uninjured,White Shark,Surfing/Boarding,WA,"main break, prevelly",unprovoked,2010
2018,-33.8416,115.0221,uninjured,White Shark,Surfing/Boarding,WA,"lefthanders, gracetown",unprovoked,2010
2018,-30.296,153.11,injured,Wobbegong,Surfing/Boarding,NSW,"arrawarra beach, coffs harbour",unprovoked,2010
2018,-28.84,153.601,uninjured,White Shark,Surfing/Boarding,NSW,"flat rock, ballina",unprovoked,2010
2018,-20.25,148.9333,injured,Tiger Shark,Swimming,QLD,"cid harbour, whitsundays",unprovoked,2010
2018,-20.25,148.9333,injured,Tiger Shark,Swimming,QLD,"cid harbour, whitsundays",unprovoked,2010
2018,-13.97,136.5933,injured,Bull Shark,,NT,"groote eylandt, arnhem land (east)",unprovoked,2010
2018,-32.7667,152.0833,injured,Wobbegong,Swimming,NSW,"samurai beach, nsw",provoked,2010
2018,-20.25,148.9333,fatal,Unknown,Surfing/Boarding,QLD,"cid harbour, whitsundays",unprovoked,2010
2018,-33.37,151.4859,injured,Wobbegong,Surfing/Boarding,NSW,"shelley beach, manly",unprovoked,2010
2018,-28.8632,153.5944,injured,White Shark,Surfing/Boarding,NSW,"shelly beach, ballina",unprovoked,2010
2018,-26.791,153.139,uninjured,Tiger Shark,,QLD,"moffat beach, sunshine coast",unprovoked,2010
2018,-34.830278,150.7561,injured,Wobbegong,Surfing/Boarding,NSW,"seven mile beach, nowra",unprovoked,2010
2018,-12.1825,136.7819,injured,Whaler Shark,Spearfishing,NT,nhulunbuy,provoked,2010
2018,-32.6036,115.6304,injured,Grey Nurse,Surfing/Boarding,WA,"pyramids beach, mandurah",unprovoked,2010
2018,-30.643181,153.008839,injured,Unknown,,NSW,"the bar, nambucca river entrance",unprovoked,2010
2018,-33.425018,151.342224,injured,Wobbegong,Swimming,NSW,"the entrance, gosford",provoked,2010
2019,-31.989,115.7526,injured,Wobbegong,Swimming,WA,north cottesloe,unprovoked,2010
2019,-33.6702,114.9951,uninjured,White Shark,Spearfishing,WA,,provoked,2010
2019,-30.452,152.8979,uninjured,Unknown,Surfing/Boarding,NSW,,unprovoked,2010
2019,-13.8611,136.8116,injured,Whitetip Reef,,NT,umbakumba - 12 km out to sea,provoked,2010
2019,-28.6337,153.6003,injured,White Shark,Surfing/Boarding,NSW,"belongil beach, byron bay",unprovoked,2010
2019,-18.156,147.48,injured,Grey Reef,Snorkelling,QLD,"block reef, whitsundays",unprovoked,2010
2019,-32.7501,152.1459,injured,Grey Nurse,Spearfishing,NSW,tomaree,provoked,2010
2019,-24.7293,152.101,injured,Unknown,Swimming,QLD,yandaran,unprovoked,2010
2019,-43.6523,146.277,uninjured,White Shark,Diving,TAS,,provoked,2010
2019,-28.7999,153.58,injured,Whaler Shark,,NSW,lennox point,unprovoked,2010
2019,-11.9667,143.2333,injured,Tiger Shark,Snorkelling,QLD,"cape grenville, far north queensland",provoked,2010
2019,-33.8005,151.2979,injured,Grey Nurse,Swimming,NSW,"shelly beach, manly",unprovoked,2010
2019,-26.7994,153.0611,injured,Bull Shark,Surfing/Boarding,QLD,"bells creek, sunshine coast",unprovoked,2010
2019,-28.45602,153.54457,injured,Bull Shark,Surfing/Boarding,NSW,"wooyung beach, far north coast",unprovoked,2010
2019,-34.6817,150.8511,injured,Unknown,,NSW,surf beach kiama,unprovoked,2010
2019,-31.7247,115.7249,uninjured,White Shark,Spearfishing,WA,"burns beach, perth",provoked,2010
2019,-21.957,148.1893,injured,Unknown,Snorkelling,QLD,"hook passage, whitsundays",,2010
2019,-20.3441,148.1893,injured,Unknown,Snorkelling,QLD,"hook passage, whitsundays",unprovoked,2010
2019,-32.4436,152.5279,uninjured,White Shark,Surfing/Boarding,NSW,"lighthouse beach, seal rocks",unprovoked,2010
2019,-27.0609,153.2006,uninjured,Unknown,Surfing/Boarding,QLD,"woorim, bribie island, queensland",,2010
2019,-24.8312,152.4592,injured,Unknown,Snorkelling,QLD,"bargara, bundaberg",unprovoked,2010
2019,-20.3441,114.143,injured,Unknown,,WA,exmouth boat harbour,,2010
2019,-34.6038,150.8676,injured,Wobbegong,Surfing/Boarding,NSW,"killalea beach, shellharbour",unprovoked,2010
2019,-23.3,151.71,injured,Lemon Shark,Swimming,QLD,north west island,,2010
2020,-33.9222,121.9032,fatal,White Shark,Diving,WA,"cull island, esperance",unprovoked,2020
2020,-30.3119,153.1427,uninjured,Bull Shark,Surfing/Boarding,NSW,"gallows beach, coffs harbour",unprovoked,2020
2020,-31.9908,115.5215,uninjured,White Shark,Snorkelling,WA,"geordie bay, rottnest island",provoked,2020
2020,-23.2951,151.7079,injured,Lemon Shark,Swimming,QLD,"north west island, gladstone, qld",unprovoked,2020
2020,-34.5343,150.8746,injured,Unknown,Surfing/Boarding,NSW,"windang beach, wollongong, nsw",unprovoked,2020
2020,-14.6787,145.4483,injured,Lemon Shark,Swimming,QLD,"lizard island, research station",unprovoked,2020
2020,-31.19,152.98,injured,Wobbegong,Swimming,NSW,"killick creek, crescent head",unprovoked,2020
2020,-23.2951,151.7079,fatal,Unknown,Swimming,QLD,north west island,unprovoked,2020
2020,-21.93,114.117778,uninjured,Bull Shark,Surfing/Boarding,WA,"steps surf break, lighthouse bay, exmouth",unprovoked,2020
2020,-34.6817,150.8511,uninjured,Bull Shark,Surfing/Boarding,NSW,"surf beach, kiama",unprovoked,2020
2020,-38.3669,144.2847,injured,Whaler Shark,Surfing/Boarding,VIC,bells beach,unprovoked,2020
2020,-28.2778,153.5774,fatal,White Shark,Surfing/Boarding,NSW,"casuarina beach, kingscliff ",unprovoked,2020
2020,-22.6799,113.698,injured,Unknown,Surfing/Boarding,WA,"tantabiddi beach, ningaloo",unprovoked,2020
2020,-33.49762,151.420378,uninjured,White Shark,Surfing/Boarding,NSW,macmasters beach,unprovoked,2020
2020,-34.33834,150.91347,uninjured,Bronze Whaler,Spearfishing,NSW,"bulli, illawarra",provoked,2020
2020,-34.33834,150.91347,uninjured,Bronze Whaler,Spearfishing,NSW,"bulli, illawarra",provoked,2020
2020,-34.33834,150.91347,uninjured,Bronze Whaler,Spearfishing,NSW,"bulli, illawarra",provoked,2020
2020,-33.5427,115.0392,injured,White Shark,,WA,bunker bay,unprovoked,2020
2020,-16.9337,145.9943,injured,Whaler Shark,Swimming,QLD,"fitzroy island, cairns",unprovoked,2020
2020,-25.2398,153.1325,fatal,Whaler Shark,Snorkelling,QLD,"fraser island, sunshine coast",provoked,2020
2020,-40.7667,145.3,injured,White Shark,Fishing,TAS,"stanley, north west coast",provoked,2020
2020,-33.44815,151.44666,uninjured,Dusky Shark,Swimming,NSW,"terrigal, central coast",unprovoked,2020
2020,-29.853,153.2715,fatal,White Shark,Surfing/Boarding,NSW,"wooli beach, wilsons headland, mid north coast",unprovoked,2020
2020,-31.4333,152.9,injured,White Shark,Surfing/Boarding,NSW,"shelly beach, port macquarie",unprovoked,2020
2020,-28.164,153.5476,fatal,White Shark,,QLD,"greenmount beach, gold coast",unprovoked,2020
2020,-28.33362,153.569698,uninjured,White Shark,Surfing/Boarding,NSW,cabarita beach ,provoked,2020
2020,-32.7876,152.08002,uninjured,Whaler Shark,Standing in Water,NSW,"birubi, port stephens",unprovoked,2020
2020,-32.7876,153.08002,injured,Wobbegong,Surfing/Boarding,NSW,"birubi, port stephens",unprovoked,2020
2020,-33.95,151.267,injured,White Shark,Diving,NSW,"magic point, maroubra",unprovoked,2020
2020,-38.26789,144.66193,uninjured,Whaler Shark,Surfing/Boarding,NSW,"queenscliff, north steyne",unprovoked,2020
2020,-18.25,146.666944,injured,Bull Shark,Spearfishing,QLD,"britomart reef, hinchinbrook island",provoked,2020
2020,-34.8611,121.8919,fatal,White Shark,Surfing/Boarding,WA,"kelps beds, esperance ",unprovoked,2020
2020,-17.9319,122.2081,fatal,Bull Shark,Surfing/Boarding,WA,"cable beach, broome",unprovoked,2020
2020,-13.7333,143.8667,uninjured,Hammerhead,Fishing,QLD,"magpie reef, princess charlotte bay, cape york",provoked,2020
2020,-31.4295,152.9193,injured,Wobbegong,Surfing/Boarding,NSW,"town beach, port macquarie",unprovoked,2020
2020,-17.9319,122.2081,injured,Bull Shark,Surfing/Boarding,WA,"cable beach, broome",unprovoked,2020
2020,-35.9295,137.5966,injured,White Shark,Surfing/Boarding,SA,"d'estrees bay, kangaroo island",unprovoked,2020
2021,-33.0833,151.5833,injured,Bull Shark,Swimming,NSW,lake macquarie,unprovoked,2020
2021,-33.864,114.9864,injured,Wobbegong,Swimming,WA,"melaleuca beach, cowaramup bay, gracetown",unprovoked,2020
2021,-32.0117,115.7866,injured,Bull Shark,Swimming,WA,"swan river, point walter reserve, bicton",unprovoked,2020
2021,-31.034,115.3356,injured,Wobbegong,Surfing/Boarding,WA,lancelin back beach,unprovoked,2020
2021,-34.0557,151.1551,uninjured,Wobbegong,Surfing/Boarding,NSW,"cronulla beach, sydney",unprovoked,2020
2021,-34.2763,115.052,uninjured,Wobbegong,Spearfishing,WA,"deepene beach, elephant rock, hamelin bay",provoked,2020
2021,-36.8875,149.9059,injured,Unknown,Swimming,NSW,merimbula main beach,unprovoked,2020
2021,-23.325,113.791,injured,Bull Shark,Spearfishing,WA,"sandy point, warroora station, coral bay",provoked,2020
2021,-33.6397,115.0263,uninjured,Blacktip Reef,Surfing/Boarding,WA,yallingup,unprovoked,2020
2021,-20.6564,116.7081,injured,Blacktip Reef,Swimming,WA,dampier boat ramp,unprovoked,2020
2021,-17.5804,122.1571,injured,Tiger Shark,Spearfishing,WA,quondong beach,provoked,2020
2021,-32.1521,152.5053,fatal,White Shark,Surfing/Boarding,NSW,tuncurry beach,unprovoked,2020
2021,-23.1423,113.7723,injured,Tiger Shark,Snorkelling,WA,"five fingers reef, coral bay",unprovoked,2020
2021,-29.9453,114.9824,injured,White Shark,Spearfishing,WA,"gumtree bay, leeman",provoked,2020
2021,-31.1295,153.0011,injured,White Shark,Surfing/Boarding,NSW,killick beach at crescent head,unprovoked,2020
2021,-20.6517,115.5785,injured,Lemon Shark,Boating,WA,varanus island,provoked,2020
2021,-30.1575,153.1502,fatal,White Shark,Surfing/Boarding,NSW,emerald beach,unprovoked,2020
2021,-30.286,153.1364,injured,Wobbegong,Surfing/Boarding,NSW,"park beach, coffs harbour",unprovoked,2020
2021,-20.2665,148.8819,injured,Unknown,Swimming,QLD,"hook passage, whitsundays",unprovoked,2020
2021,-30.2042,153.149,injured,Wobbegong,Surfing/Boarding,NSW,moonee beach,unprovoked,2020
2021,-32.0569,115.7439,fatal,White Shark,Swimming,WA,"port beach, fremantle",unprovoked,2020
2021,-38.2676,144.5067,injured,Unknown,,VIC,"ocean grove beach, geelong",unprovoked,2020
2021,-38.2676,144.5067,injured,Unknown,Surfing/Boarding,VIC,"ocean grove beach, geelong",unprovoked,2020
2021,-16.9062,145.8662,injured,Bull Shark,Spearfishing,QLD,"rocky island, yarrabah, far north queensland",provoked,2020
2022,-35.1011,150.6892,injured,Whaler Shark,Swimming,NSW,hyams beach (seamans),unprovoked,2020
2022,-33.7,151.2999,injured,Wobbegong,Swimming,NSW,turimetta,unprovoked,2020
2022,-35.0031,117.866,injured,Wobbegong,Snorkelling,WA,"whalers beach, albany",unprovoked,2020
2022,-30.883,153.083,fatal,White Shark,Swimming,NSW,"little bay, sydney",unprovoked,2020
2022,-27.2333,153.2667,injured,Tiger Shark,Standing in Water,QLD,"Redcliffe, Brisbane",unprovoked,2020
2022,-33.84848,121.9184,injured,White Shark,Standing in Water,WA,"wylie bay, esperance",unprovoked,2020
2022,-33.8006,151.2982,injured,Wobbegong,Diving,NSW,"shelley beach, manly",unprovoked,2020
2022,-32.0,152.7512,injured,Wobbegong,Standing in Water,NSW,crowdy head beach,unprovoked,2020
2022,-33.9516,151.2603,uninjured,Unknown,Surfing/Boarding,NSW,"maroubra beach, sydney",unprovoked,2020
